artist,date,genre,style,title,filename,Gender
Tsuguharu Foujita,1956.0,portrait,Magic Realism,Breton Woman,12779.jpg,0
Torii Kotondo,1933.0,portrait,Shin-hanga,In a Light Summer Kimono with Irises,12780.jpg,0
Fernand Leger,1923.0,portrait,Cubism,"Two Figures, naked on red bottom ",12786.jpg,0
M.C. Escher,1935,portrait,Surrealism,Hand with Reflecting Sphere,12794.jpg,0
Gerard Sekoto,1961,portrait,Expressionism,Blue head,12810.jpg,0
Paul Delvaux,1934.0,portrait,Expressionism,At sea,12875.jpg,0
Sandor Bortnyik,1924.0,portrait,Metaphysical art,The New Eve,12881.jpg,0
Roy Lichtenstein,1961.0,portrait,Pop Art,Girl with ball,1290.jpg,0
Gerard Sekoto,1942,portrait,Social Realism,GUGA MZIMBA,12916.jpg,0
Mario Prassinos,1975.0,portrait,Art Informel,Suaire,12952.jpg,0
Yasuo Kuniyoshi,1945.0,portrait,Expressionism,Circus Girl,13026.jpg,0
Amedeo Modigliani,1918,portrait,Expressionism,The Caretaker's Son,13032.jpg,0
Pablo Picasso,1909,portrait,Analytical Cubism,Woman and pears (Fernande),13040.jpg,0
David Burliuk,1947,portrait,Surrealism,Surrealistic Portrait,13052.jpg,0
Boris Grigoriev,1931.0,portrait,Expressionism,A Man with a Pipe,13072.jpg,0
Amedeo Modigliani,1917,portrait,Expressionism,Woman with red hair,1312.jpg,0
Ilya Repin,1905.0,portrait,Realism,Portrait of the Author Leonid Andreev,13124.jpg,0
Boris Kustodiev,1920.0,portrait,Art Nouveau (Modern),The priest,13125.jpg,0
Boris Grigoriev,1917.0,portrait,Expressionism,M.Ya.Yasnaya,13158.jpg,0
Félix Del Marle,1913.0,portrait,Futurism,Study for a portrait of Jean Dupré,13193.jpg,0
Nathan Oliveira,1961,portrait,Neo-Expressionism,"Man with a Hat, Cane and Glove",13205.jpg,0
Lucian Freud,1993,portrait,Expressionism,Large Head,13206.jpg,0
Boris Kustodiev,1923.0,portrait,Art Nouveau (Modern),Merchant,13210.jpg,0
LeRoy Neiman,1968.0,portrait,Pop Art,Abraham Lincoln,13213.jpg,0
Pyotr Konchalovsky,1910,portrait,Fauvism,Matador Manuel Gartha,13219.jpg,0
Valentin Serov,1908.0,portrait,Impressionism,Portrait of Yevdokia Morozova (detail),13265.jpg,0
Juan Gris,1925,portrait,Cubism,Pierrot with Guitar,13283.jpg,0
Boris Kustodiev,1926.0,portrait,Art Nouveau (Modern),Sailor and His Girl,13326.jpg,0
Pablo Picasso,1918,portrait,Cubism,Harlequin,1335.jpg,0
Stanley Spencer,1921,portrait,Neo-Romanticism,Mrs. C.P. Grant,13360.jpg,0
Zinaida Serebriakova,1922,portrait,Art Nouveau (Modern),Portrait of A.A.Cherkesovoy-Benoit and his son Alexander ,1342.jpg,1
Richard Hamilton,1983.0,portrait,Pop Art,Finn MacCool ,1354.jpg,0
Mikhail Nesterov,1937,portrait,Realism,Portrait of Otto Shmidt,13560.jpg,0
Richard Lindner,1971.0,portrait,Mechanistic Cubism,The Couple,13580.jpg,0
Ilya Repin,1916.0,portrait,Realism,Poet-futurist (portrait of Vladimir  Vladimirovich Mayakovsky),13604.jpg,0
Pyotr Konchalovsky,1933,portrait,Post-Impressionism,Portrait of an art critic V. A. Nikolsky,13646.jpg,0
Juan Gris,1913,portrait,Synthetic Cubism,The Bull Fighter,13649.jpg,0
Pablo Picasso,1907,portrait,Cubism,Woman with yellow shirt,13663.jpg,0
Giovanni Boldini,1907,portrait,Impressionism,Mademoiselle Lanthelme ,13664.jpg,0
John William Godward,1902,portrait,Neoclassicism,An Italian Girls Head,13677.jpg,0
Ilya Repin,1909.0,portrait,Realism,The Self immolation of Gogol,13710.jpg,0
Egon Schiele,1908,portrait,Expressionism,"The Artist's Sister, Melanie",13731.jpg,0
Kathe Kollwitz,1921.0,portrait,Expressionism,The Widow I ,13741.jpg,1
Elmer Bischoff,1958.0,portrait,Expressionism,Man and Lavender Sky,13753.jpg,0
Ilya Repin,1916.0,portrait,Realism,Portrait of V. V. Verevkina,13758.jpg,0
Amedeo Modigliani,1918,portrait,Expressionism,Elvira with a white collar,13773.jpg,0
Odilon Redon,1905,portrait,Symbolism,Portrait of Mademoiselle Jeanne Roberte de Domecy ,13780.jpg,0
Jan Sluyters,1917,portrait,Expressionism,The daughter of Sormani,13794.jpg,0
Tamara de Lempicka,1927,portrait,Art Deco,Kizette On The Balcony,13816.jpg,1
Ilya Repin,1914.0,portrait,Realism,Portrait of the writer T.L. Shchepkina-Kupernik,13817.jpg,0
Lucian Freud,1985,portrait,Expressionism,Man in a Chair,13890.jpg,0
Patrick Caulfield,1963,portrait,Pop Art,Portrait of Juan Gris,13903.jpg,0
Vanessa Bell,1915.0,portrait,Post-Impressionism,Helen Dudley,13914.jpg,1
Valentin Serov,1906.0,portrait,Impressionism,Portrait of Henrietta Girshman,13936.jpg,0
Tsuguharu Foujita,1949.0,portrait,Magic Realism,Fillette à la poupée japonaise,13941.jpg,0
Egon Schiele,1913,portrait,Art Nouveau (Modern),Crouching Figure (Valerie Neuzil),13950.jpg,0
Lucian Freud,1948,portrait,Surrealism,Girl with Fig Leaf,13976.jpg,0
Wifredo Lam,1950,portrait,Surrealism,"Zambezia, Zambezia",13978.jpg,0
Konstantin Korovin,1916,portrait,Impressionism,Portrait of an Officer,13984.jpg,0
Rafael Zabaleta,1943.0,portrait,Post-Impressionism,Boy sitting with a hen on his lap,13987.jpg,0
Theo van Rysselberghe,1915,portrait,Post-Impressionism,Pencil drawing of Belgian poet Émile Verhaeren,13994.jpg,0
Mario Tozzi,1954,portrait,,La Lezione di Anatomia,13995.jpg,0
Niko Pirosmani,1906,portrait,Naïve Art (Primitivism),Georgian woman with tambourine,14004.jpg,0
William Merritt Chase,1905,portrait,Impressionism,A Gypsy Swell (aka A Spanish Gypsy),14029.jpg,0
Tamara de Lempicka,1935,portrait,Art Deco,Sleeping Woman,14030.jpg,1
Enrico Baj,1973.0,portrait,Neo-Dada,Hommage à Picasso,14038.jpg,0
Wifredo Lam,1938,portrait,Cubism,Madame Lumumba,14039.jpg,0
Marc Chagall,1914,portrait,Cubism,Portrait of Brother David with Mandolin,14040.jpg,0
George Pemba,1964,portrait,Shin-hanga,Xhosa woman,14045.jpg,0
Ilya Repin,1917.0,portrait,Realism,Deserter,14115.jpg,0
George Washington Lambert,1917.0,portrait,Post-Impressionism,Daune O'Neill ,14135.jpg,0
Kuzma Petrov-Vodkin,1932,portrait,Symbolism,Portrait of Andrei Bely,1417.jpg,0
Egon Schiele,1918,portrait,Expressionism,The Family,14200.jpg,0
Diego Rivera,1953,portrait,Art Deco,Portrait of Sra. Dona Elena Flores de Carrillo,14202.jpg,0
John Singer Sargent,1903,portrait,Realism,Mrs. Joseph E. Widener,14207.jpg,0
Lucian Freud,1951,portrait,Expressionism,Girl in a Dark Dress,14209.jpg,0
Odilon Redon,1907,portrait,Symbolism,Portrait of Genevieve de Gonet as a Child,14237.jpg,0
Boris Kustodiev,1906.0,portrait,Realism,Portrait of a writer Alexandra Vasilevny Schwartz,14238.jpg,0
Amedeo Modigliani,1919,portrait,Expressionism,Lunia Czechowska,14322.jpg,0
Wyndham Lewis,1938.0,portrait,Expressionism,Stephen Spender (1909–1995),14346.jpg,0
Zinaida Serebriakova,1924,portrait,Expressionism,Resting dancer ,1435.jpg,1
Amedeo Modigliani,1917,portrait,Expressionism,Portrait of Anna Zborowska,14354.jpg,0
Robert Henri,1907.0,portrait,American Realism,Cori Laughing ,14355.jpg,0
Zinaida Serebriakova,1923,portrait,Expressionism,Girl with tie ,14376.jpg,1
Oskar Kokoschka,1909,portrait,Expressionism,Martha Hirsch,14387.jpg,0
Gosta Adrian-Nilsson,1915.0,portrait,Cubism,Jack,144.jpg,0
Egon Schiele,1907,portrait,Impressionism,Portrait of Leopold Czihaczek,14415.jpg,0
Albert Bloch,1943,portrait,Expressionism,Masked Portrait (Georg Trakl),14416.jpg,0
Kuzma Petrov-Vodkin,1927,portrait,Symbolism,Gypsy ,14431.jpg,0
Amedeo Modigliani,1918,portrait,Expressionism,A young girl,14439.jpg,0
Rene Magritte,1937,portrait,Surrealism,Georgette,14538.jpg,0
Boris Kustodiev,1922.0,portrait,Realism,Portrait of pianist Rachel Slonimskaya,14543.jpg,0
Mikhail Nesterov,1928,portrait,Post-Impressionism,A Sick Girl,14548.jpg,0
Pyotr Konchalovsky,1931,portrait,Expressionism,Portrait of girl sitting on a colorful carpet with the toys. (Kamushka Benediktova).,14559.jpg,0
Anita Malfatti,1917.0,portrait,Post-Impressionism,Tropical,14569.jpg,1
Roger de La Fresnaye,1922,portrait,Cubism,Man with a Red Kerchief,14580.jpg,0
Octav Bancila,1920.0,portrait,Realism,Gipsy Woman,14593.jpg,0
Balthus,1945,portrait,Expressionism,Princess Maria Volkonsky at the age of twelve,14596.jpg,0
Marcel Janco,1930.0,portrait,Cubism,Girl Portrait,14600.jpg,0
Spyros Papaloukas,1924.0,portrait,Post-Impressionism,Monk,14615.jpg,0
Robert Harris,1903.0,portrait,Impressionism,The Countess of Minto ,14650.jpg,0
François Barraud,1933,portrait,Classicism,Jeune femme en jaune,14670.jpg,0
Egon Schiele,1914,portrait,Expressionism,Portrait of a Woman with Black Hair,14676.jpg,0
Ernst Ludwig Kirchner,1927,portrait,Expressionism,Portrait,14683.jpg,0
Candido Portinari,1957.0,portrait,Expressionism,Menino com Pássaro,14714.jpg,0
Robert Henri,1910.0,portrait,American Realism,The Red Top ,14715.jpg,0
Max Pechstein,1908.0,portrait,Post-Impressionism,Porträt Frau Cuhrt ,14729.jpg,0
LeRoy Neiman,2000.0,portrait,Pop Art,Mike Piazza,14739.jpg,0
Theo van Rysselberghe,1919,portrait,Post-Impressionism,Portrait of Madame Monnon,14761.jpg,0
Amedeo Modigliani,1919,portrait,Expressionism,Seated Woman,14771.jpg,0
Pablo Picasso,1923,portrait,Neoclassicism,Seated woman,14781.jpg,0
Frantisek Kupka,1910,portrait,Art Nouveau (Modern),The Gallien girl,14796.jpg,0
Paula Modersohn-Becker,1903,portrait,Expressionism,Portrait of Hedwig Hagemann,14834.jpg,1
Henri Matisse,1917,portrait,Expressionism,Woman in Turban (Lorette),14902.jpg,0
David Burliuk,1927,portrait,Futurism,"Portrait of Nicolas, the Artist's Son",1491.jpg,0
Robert Henri,1924.0,portrait,American Realism,Mary Agnes,14915.jpg,0
Torii Kotondo,1929.0,portrait,Shin-hanga,In a Long Undergarment (variant),14922.jpg,0
Boris Kustodiev,1901.0,portrait,Realism,Portrait of the Painter Ivan Bilibin,14955.jpg,0
William Merritt Chase,1913,portrait,Impressionism,Portrait of Clara Stephens Wearing a Hat with an Orange Ribbon,14975.jpg,0
Ilya Repin,1910.0,portrait,Realism,Portrait of Vladimir Aleksandrovich,15004.jpg,0
Konstantin Somov,1926,portrait,Realism,Portrait of E. Pits-Bilibina,15030.jpg,0
Pyotr Konchalovsky,1933,portrait,Realism,Katya with grains,15051.jpg,0
Aleksandr Deyneka,1915,portrait,Realism,Portrait of a Boy,15061.jpg,0
Amedeo Modigliani,1918,portrait,Expressionism,Portrait of Jeanne Hebuterne,15073.jpg,0
Pablo Picasso,1901,portrait,Post-Impressionism,Nana,15077.jpg,0
Stanley Spencer,1958,portrait,Neo-Romanticism,Portrait of Mrs Marjorie Metz ,15083.jpg,0
Jan Sluyters,1907,portrait,Fauvism,Portrait of a young lady with a veil,15102.jpg,0
Stanley Spencer,1937,portrait,Neo-Romanticism,"Hilda, Unity and Dolls",1512.jpg,0
Nikolaos Lytras,1903,portrait,Realism,Portrait of painter Oumvertos Argyros,15126.jpg,0
Nikolay Bogdanov-Belsky,1915,portrait,Realism,Self-Portrait,15137.jpg,0
Boris Kustodiev,1913.0,portrait,Realism,Portrait of M.V. Dobuzhinsky at the table,15152.jpg,0
Amedeo Modigliani,1919,portrait,Expressionism,Portrait of Jeanne Hebuterne with her Left Arm Behind her Head,15163.jpg,0
Zinaida Serebriakova,1928,portrait,Expressionism,A nun of Cassis ,15170.jpg,1
Thomas Eakins,1903,portrait,Realism,Portrait of Frank Lindsay Greenwalt,15208.jpg,0
Andy Warhol,1976,portrait,Pop Art,Jimmy Carter,15223.jpg,0
Bernard Buffet,1990,portrait,Expressionism,Laissez les jacasser,15247.jpg,0
Pierre Bonnard,1908,portrait,Post-Impressionism,Woman in a Blue Hat,15268.jpg,0
Kazimir Malevich,1933,portrait,Suprematism,Girl with a Comb in her Hair,15304.jpg,0
Amedeo Modigliani,1917,portrait,Expressionism,Portrait of a girl (Victoria),1532.jpg,0
Juan Gris,1922,portrait,Cubism,Pierrot,15344.jpg,0
Paul Klee,1939,portrait,Expressionism,Angel Still Feminine,15347.jpg,0
Pablo Picasso,1953,portrait,Surrealism,Woman sitting in an armchair,15368.jpg,0
Felix Vallotton ,1911,portrait,Realism,"Seated Black Woman, Front View",1537.jpg,0
Fernand Leger,1920.0,portrait,Cubism,The Mechanic ,15373.jpg,0
Irma Stern,1939.0,portrait,Post-Impressionism,Portrait of a Young Girl,15382.jpg,1
Lovis Corinth,1909.0,portrait,Impressionism,The Artist and His Family,15390.jpg,0
Mary Cassatt,1908,portrait,Impressionism,Young Girl Reading,1540.jpg,1
Salvador Dali,1974,portrait,Surrealism,Cranach Metamorphosis (Woman in a Mirror),15402.jpg,0
Jury Annenkov,1921,portrait,Expressionism,Portrait of poet Boris Pasternak,1543.jpg,0
Pyotr Konchalovsky,1916,portrait,Fauvism,Portrait of S. P. Konchalovsky with her daughter,15439.jpg,0
Robert Henri,1917.0,portrait,American Realism,Maria and Baby ,15453.jpg,0
Boris Kustodiev,1903.0,portrait,Realism,State Secretary General Mikhail Galkin-Vrasky,15454.jpg,0
Diego Rivera,1918,portrait,Social Realism,The Mathematician,15466.jpg,0
Victor Brauner,1960,portrait,Surrealism,Hypnotic Rupture,1550.jpg,0
Max Bill,1929.0,portrait,Expressionism,Frauenkopf,15548.jpg,0
Mikhail Nesterov,1939,portrait,Post-Impressionism,Portrait of Elizaveta Kruglikova,15553.jpg,0
Xavier Martinez,1908.0,portrait,Tonalism,Afternoon in Piedmont (Elsie Whitaker Martinez),15584.jpg,0
Konstantin Korovin,1917,portrait,Impressionism,Portrait of a Woman,15598.jpg,0
Jean Dubuffet,1924,portrait,Expressionism,Fear,15669.jpg,0
Ivan Albright,1976.0,portrait,Magic Realism,Hail to the Pure,15686.jpg,0
Iosif Iser,1943.0,portrait,Orientalism,Odalisque with Mandoline,1569.jpg,0
Felix Vallotton ,1913,portrait,Magic Realism,Portrait of Mr. Hasen,15713.jpg,0
Lucian Freud,1952,portrait,Contemporary Realism,Girl in Bed,15726.jpg,0
Lucian Freud,1940,portrait,Expressionism,Stephen Spender,15767.jpg,0
Diego Rivera,1956,portrait,Art Deco,The Hammock,15771.jpg,0
Robert Henri,1910.0,portrait,American Realism,La Madrileñita ,15779.jpg,0
Salvador Dali,1924,portrait,Post-Impressionism,Portrait of Luis Bunuel ,15783.jpg,0
Zinaida Serebriakova,1916,portrait,Symbolism,Peasant woman ,15803.jpg,1
George Pemba,1941,portrait,Expressionism,Zulu woman – unfinished symphony,15838.jpg,0
Henri Matisse,1909,portrait,Expressionism,Woman in Green with a Carnation,15846.jpg,0
Iosif Iser,1935.0,portrait,Expressionism,Tatar Woman,15922.jpg,0
Paul Klee,1939,portrait,Expressionism,An allegory of propaganda,15952.jpg,0
Spyros Papaloukas,1925.0,portrait,Post-Impressionism,Young man with hat ,16013.jpg,0
Edward Hopper,1930,portrait,New Realism,Self-Portrait,16055.jpg,0
Charles M. Russell,1901.0,portrait,Romanticism,Indian Squaw ,16056.jpg,0
Felix Vallotton ,1906,portrait,Realism,Marthe Mellot (wife of Alfred Natanson),16086.jpg,0
Robert Julian Onderdonk,1909.0,portrait,Impressionism,Goat Herder at the San Antonio Quarry,16090.jpg,0
Egon Schiele,1914,portrait,Expressionism,The Green Stocking,1611.jpg,0
Pablo Picasso,1954,portrait,Expressionism,Portrait of Sylvette David,16122.jpg,0
David Burliuk,1929,portrait,Futurism,Portrait of Nicholas Roerich,16145.jpg,0
Giorgio de Chirico,1913,portrait,Metaphysical art,An Amazon,16147.jpg,0
William H. Johnson,1932,portrait,Expressionism,"Arab Woman, Kairouan",16150.jpg,0
Boris Kustodiev,1925.0,portrait,Realism,Portrait of Y.E. Kustodieva,16192.jpg,0
George Washington Lambert,1921.0,portrait,Symbolism,The White Glove ,16206.jpg,0
Robert Henri,1915.0,portrait,American Realism,Edna ,16214.jpg,0
Istvan Molnar,1990,portrait,,Untitled,16225.jpg,0
Fernand Leger,1914.0,portrait,Tubism,The Sitted Woman,16229.jpg,0
Martiros Saryan,1915,portrait,Expressionism,Portrait of Mnatsakan Gyulnazaryan,16247.jpg,0
Salvador Dali,1965,portrait,Surrealism,Portrait of Gala (Gala Against the Light),16248.jpg,0
Philip de Laszlo,1924.0,portrait,Impressionism,Lady Frances Gresley,16265.jpg,0
Amedeo Modigliani,1909,portrait,Expressionism,The Cellist,16266.jpg,0
Salvador Dali,1939,portrait,Surrealism,Shirley Temple,16279.jpg,0
Pyotr Konchalovsky,1938,portrait,Realism,Portrait of mole-catcher Fedor Petrovich,1628.jpg,0
Amedeo Modigliani,1909,portrait,Expressionism,Beggar Woman,16310.jpg,0
Mary Cassatt,1909,portrait,Impressionism,Woman at Her Toilette,16350.jpg,1
Umberto Boccioni,1914,portrait,Futurism,Dynamism of a Woman's Head,16435.jpg,0
Tsuguharu Foujita,1949.0,portrait,Magic Realism,Café,16438.jpg,0
Aleksandr Deyneka,1916,portrait,Realism,Portrait of an old man,16440.jpg,0
Max Slevogt,1912.0,portrait,Impressionism,The singer Francisco d'Andrade as Don Giovanni in Mozart's opera ,1647.jpg,0
Boris Kustodiev,1918.0,portrait,Art Nouveau (Modern),Baker,16507.jpg,0
Zinaida Serebriakova,1936,portrait,Expressionism,Portrait of Prince Vsevolod Obolensky ,16519.jpg,1
Ilya Repin,1910.0,portrait,Realism,Portrait of P.A. Stolypin,1652.jpg,0
Edouard Vuillard,1908,portrait,Post-Impressionism,Portrait of a Woman in Profile,16544.jpg,0
Jacek Malczewski,1917,portrait,Art Nouveau (Modern),A woman in a grove,16553.jpg,0
Lucian Freud,1991,portrait,Expressionism,Woman in a Butterfly Jersey,16575.jpg,0
Cuno Amiet,1907.0,portrait,Post-Impressionism,Greti,16592.jpg,0
Odilon Redon,1912,portrait,Symbolism,Profile and Flowers,1665.jpg,0
John Brack,1959,portrait,Expressionism,The chase,16657.jpg,0
Rik Wouters,1913,portrait,Fauvism,Portrait of Mrs. Giroux,16690.jpg,0
Giorgio de Chirico,1913,portrait,Metaphysical art,Portrait of senora Gartzen,16708.jpg,0
Kaoru Kawano,1950,portrait,Sōsaku hanga,Girl Praying,16732.jpg,0
Boris Grigoriev,1917.0,portrait,Expressionism,Girl with a Milk Can,16739.jpg,0
Ilya Repin,1914.0,portrait,Realism,Portrait of sculptor Mark Matveevich Antokolski,16751.jpg,0
Boris Kustodiev,1924.0,portrait,Art Nouveau (Modern),Guys from Tula,16759.jpg,0
Robert Henri,1910.0,portrait,American Realism,The Laughing Boy (Jobie) ,16785.jpg,0
Alberto Magnelli,1916.0,portrait,Cubism,Femme à la blouse jaune,16874.jpg,0
Robert Henri,1927.0,portrait,American Realism,Charles O'Malley ,16875.jpg,0
George Henry,1904.0,portrait,Japonism,East and West,1689.jpg,0
Hedda Sterne,1944,portrait,Expressionism,The Artist Saul Steiberg ,16898.jpg,1
Diego Rivera,1914,portrait,Cubism,Portrait of Two Women,16903.jpg,0
Pablo Picasso,1919,portrait,Neoclassicism,Portrait of Léonide Massine,16930.jpg,0
George Luks,1925,portrait,New Realism,Portrait of Miss Ruth Breslin,16947.jpg,0
Mikhail Nesterov,1936,portrait,Realism,Portrait of Elizaveta Tal,16952.jpg,0
Nicholas Roerich,1916,portrait,Art Nouveau (Modern),Prince (Knyaz),16970.jpg,0
Vajda Lajos,1936.0,portrait,Naïve Art (Primitivism),Sisters ,16973.jpg,0
Wifredo Lam,1939,portrait,Surrealism,Mother and Child II,16985.jpg,0
Ivan Albright,1926.0,portrait,Magic Realism,I Slept With The Starlight On My Face ,16988.jpg,0
Zinaida Serebriakova,1910,portrait,Art Nouveau (Modern),Portrait of Lola Braz ,17049.jpg,1
Konstantin Makovsky,1905,portrait,Romanticism,Portrait of Grand Princess Maria Nikolayevna,17058.jpg,0
Thomas Eakins,1906,portrait,Realism,Portrait of Mrs. W.H. Bowden,1710.jpg,0
Boris Kustodiev,1923.0,portrait,Realism,Portrait of A.K. Mineev,17110.jpg,0
Abidin Dino,1940.0,portrait,Expressionism,"Nomads, Portrait of a Woman",17111.jpg,0
John Bratby,1964.0,portrait,Expressionism,Anne  ,17150.jpg,0
Gerard Sekoto,1947,portrait,Expressionism,BERNARD THE ARTISTS BROTHER ASLEEP,17154.jpg,0
Fernand Leger,1921.0,portrait,Cubism,Three figures,17197.jpg,0
Lovis Corinth,1912.0,portrait,Impressionism,Porträt der Charlotte Berend-Corinth,17212.jpg,0
Amedeo Modigliani,1909,portrait,Expressionism,Portrait of Dr. Paul Alexandre,17213.jpg,0
Amedeo Modigliani,1917,portrait,Expressionism,Adrienne (Woman with Bangs),17255.jpg,0
Ilya Repin,1914.0,portrait,Realism,Portrait of N.D. Ermakov,17271.jpg,0
John Singer Sargent,1904,portrait,Impressionism,Ena Wertheimer with Antonio Mancini,17292.jpg,0
Felice Casorati,1934.0,portrait,Expressionism,Daphne at Paravola,17310.jpg,0
Zinaida Serebriakova,1956,portrait,Expressionism,A Portrait of Graf Platon Zubov,17313.jpg,1
Frida Kahlo,1929.0,portrait,Naïve Art (Primitivism),Portrait of Virginia (Little Girl),1732.jpg,1
John Singer Sargent,1905,portrait,Realism,"Portrait of Mrs. Ernest G. Raphael, nee Florence Cecilia Sassoon",17359.jpg,0
Salvador Dali,1923,portrait,Expressionism,Portrait of My First Cousin,17381.jpg,0
Christian Schad,1920.0,portrait,Magic Realism,Unknown,17400.jpg,0
Francis Gruber,1924,portrait,Expressionism,La famille,1741.jpg,0
Stefan Dimitrescu,1907.0,portrait,Impressionism,You Wish!,1743.jpg,0
Lucian Freud,1954,portrait,Expressionism,Head of a Child,17459.jpg,0
Ernst Ludwig Kirchner,1932,portrait,Expressionism,"Blond Woman in a Red Dress, Portrait of Elisabeth Hembus",17464.jpg,0
